"id","sp","rep","ind","twig","chill","time","treatcode","position","row","col"
"QUERUB23_HF_02","QUERUB","23","QUERUB23","02","chill4","time2","4_2",31,7,4
"ILEMUC07_HF_12","ILEMUC","07","ILEMUC07","12","chill4","time1","4_1",32,8,4
"HAMVIRX5_HF_03","HAMVIR","X5","HAMVIRX5","03","chill4","time3","4_3",32,8,4
"BETALL17_HF_04","BETALL","17","BETALL17","04","chill4","time3","4_3",32,8,4
"FAGGRAX1_HF_10","FAGGRA","X1","FAGGRAX1","10","chill4","time1","4_1",33,1,5
"QUERUBX3_HF_06","QUERUB","X3","QUERUBX3","06","chill4","time1","4_1",33,1,5
"HAMVIRX2_HF_12","HAMVIR","X2","HAMVIRX2","12","chill4","time1","4_1",33,1,5
"ACESACX3_HF_09","ACESAC","X3","ACESACX3","09","chill4","time1","4_1",34,2,5
"QUERUB22_HF_08","QUERUB","22","QUERUB22","08","chill4","time1","4_1",34,2,5
"HAMVIRX8_HF_11","HAMVIR","X8","HAMVIRX8","11","chill4","time2","4_2",34,2,5
"ILEMUC03_HF_10","ILEMUC","03","ILEMUC03","10","chill4","time1","4_1",35,3,5
"BETALL16_HF_03","BETALL","16","BETALL16","03","chill4","time2","4_2",35,3,5
"FAGGRA03_HF_10","FAGGRA","03","FAGGRA03","10","chill4","time1","4_1",35,3,5
"BETALLX3_HF_10","BETALL","X3","BETALLX3","10","chill4","time3","4_3",36,4,5
"BETALL19_HF_02","BETALL","19","BETALL19","02","chill4","time3","4_3",36,4,5
"HAMVIRX7_HF_06","HAMVIR","X7","HAMVIRX7","06","chill4","time1","4_1",36,4,5
"QUERUBX5_HF_03","QUERUB","X5","QUERUBX5","03","chill4","time1","4_1",37,5,5
"HAMVIRX7_HF_01","HAMVIR","X7","HAMVIRX7","01","chill4","time3","4_3",37,5,5
"FAGGRA10_HF_05","FAGGRA","10","FAGGRA10","05","chill4","time1","4_1",37,5,5
"VIBCASX5_HF_08","VIBCAS","X5","VIBCASX5","08","chill4","time3","4_3",38,6,5
"HAMVIRX3_HF_11","HAMVIR","X3","HAMVIRX3","11","chill4","time2","4_2",38,6,5
"FAGGRA10_HF_01","FAGGRA","10","FAGGRA10","01","chill4","time2","4_2",38,6,5
"ACESAC05_HF_05","ACESAC","05","ACESAC05","05","chill4","time2","4_2",39,7,5
"VIBCAS01_HF_09","VIBCAS","01","VIBCAS01","09","chill4","time3","4_3",39,7,5
"BETALL22_HF_12","BETALL","22","BETALL22","12","chill4","time1","4_1",39,7,5
"QUERUB22_HF_07","QUERUB","22","QUERUB22","07","chill4","time2","4_2",40,8,5
"VIBCAS08_HF_12","VIBCAS","08","VIBCAS08","12","chill4","time2","4_2",40,8,5
"BETALLX1_HF_12","BETALL","X1","BETALLX1","12","chill4","time2","4_2",40,8,5
"BETALLX3_HF_06","BETALL","X3","BETALLX3","06","chill4","time1","4_1",41,1,6
"QUERUBX2_HF_09","QUERUB","X2","QUERUBX2","09","chill4","time2","4_2",41,1,6
"ACESAC99_HF_08","ACESAC","99","ACESAC99","08","chill4","time2","4_2",41,1,6
"ACESACX3_HF_06","ACESAC","X3","ACESACX3","06","chill4","time3","4_3",42,2,6
"VIBCAS02_HF_05","VIBCAS","02","VIBCAS02","05","chill4","time2","4_2",42,2,6
"HAMVIRX3_HF_07","HAMVIR","X3","HAMVIRX3","07","chill4","time3","4_3",42,2,6
"ACESAC09_HF_04","ACESAC","09","ACESAC09","04","chill4","time1","4_1",43,3,6
"ILEMUC03_HF_05","ILEMUC","03","ILEMUC03","05","chill4","time3","4_3",43,3,6
"BETALL19_HF_03","BETALL","19","BETALL19","03","chill4","time2","4_2",43,3,6
"ACESAC07_HF_03","ACESAC","07","ACESAC07","03","chill4","time3","4_3",44,4,6
"ILEMUCX5_HF_01","ILEMUC","X5","ILEMUCX5","01","chill4","time1","4_1",44,4,6
"FAGGRA09_HF_10","FAGGRA","09","FAGGRA09","10","chill4","time2","4_2",44,4,6
"ACESAC99_HF_12","ACESAC","99","ACESAC99","12","chill4","time3","4_3",45,5,6
"VIBCAS02_HF_02","VIBCAS","02","VIBCAS02","02","chill4","time1","4_1",45,5,6
"BETALL20_HF_06","BETALL","20","BETALL20","06","chill4","time1","4_1",45,5,6
"ACESAC05_HF_06","ACESAC","05","ACESAC05","06","chill4","time3","4_3",46,6,6
"VIBCASX5_HF_05","VIBCAS","X5","VIBCASX5","05","chill4","time2","4_2",46,6,6
"FAGGRAX2_HF_10","FAGGRA","X2","FAGGRAX2","10","chill4","time1","4_1",46,6,6
"FAGGRA02_HF_08","FAGGRA","02","FAGGRA02","08","chill4","time1","4_1",47,7,6
"ILEMUC08_HF_11","ILEMUC","08","ILEMUC08","11","chill4","time2","4_2",47,7,6
"QUERUBX3_HF_02","QUERUB","X3","QUERUBX3","02","chill4","time2","4_2",47,7,6
"ACESAC06_HF_10","ACESAC","06","ACESAC06","10","chill4","time3","4_3",48,8,6
"ILEMUC07_HF_02","ILEMUC","07","ILEMUC07","02","chill4","time2","4_2",48,8,6
"FAGGRA13_HF_07","FAGGRA","13","FAGGRA13","07","chill4","time2","4_2",48,8,6
"QUERUB19_HF_09","QUERUB","19","QUERUB19","09","chill4","time3","4_3",49,1,7
"ILEMUCX2_HF_10","ILEMUC","X2","ILEMUCX2","10","chill4","time2","4_2",49,1,7
"VIBCAS01_HF_11","VIBCAS","01","VIBCAS01","11","chill4","time1","4_1",49,1,7
"ILEMUC08_HF_05","ILEMUC","08","ILEMUC08","05","chill4","time1","4_1",50,2,7
"ILEMUCX4_HF_03","ILEMUC","X4","ILEMUCX4","03","chill4","time2","4_2",50,2,7
"BETALL17_HF_10","BETALL","17","BETALL17","10","chill4","time1","4_1",50,2,7
"QUERUBX5_HF_11","QUERUB","X5","QUERUBX5","11","chill4","time3","4_3",51,3,7
"HAMVIRX4_HF_04","HAMVIR","X4","HAMVIRX4","04","chill4","time3","4_3",51,3,7
"FAGGRA13_HF_09","FAGGRA","13","FAGGRA13","09","chill4","time3","4_3",51,3,7
"ACESAC09_HF_10","ACESAC","09","ACESAC09","10","chill4","time2","4_2",52,4,7
"ILEMUCX4_HF_10","ILEMUC","X4","ILEMUCX4","10","chill4","time3","4_3",52,4,7
"BETALL17_HF_12","BETALL","17","BETALL17","12","chill4","time2","4_2",52,4,7
